Customer Id	Master Customer Cd	Master Customer Nm	Addr1	City	State	Zip	Customer Integration Customer Class Dsc	trauma_ctr_flg	Customer Class Dsc
28010 	N02928010	UVA CULPEPER REGIONAL HOSPITAL	PO BOX 592	CULPEPER	VA	22701	Hospital                                	N	Hospital Customer
000   	N006UCLJHP	JH-UCLA					Other                                   	N	Hospital Customer
B6SAUK	N032B6SAUK	SAUK PRAIRIE MEMORIAL HOSPITAL	260 26TH STREET	PRAIRIE DU SAC	WI	53578	Hospital                                	N	Hospital Customer
GDV   	N022GDV	GRAND VIEW HOSPITAL	700 LAWN AVENUE	SELLERSVILLE	PA	18960	Hospital                                	N	Hospital in Region
FTZ   	N022FTZ	MERCY FITZGERALD HOSPITAL	TH# 40001-19100	TROY	MI	48007-7052	Hospital                                	N	Hospital in Region
187   	N040187	MISSISSIPPI VALLEY REGIONAL BLOOD CENTER	5500 LAKEVIEW PARKWAY	DAVENPORT	IA	52807	Non RC Blood Center                     	N	Hospital Customer
B1LUKE	N011B1LUKE	SAINT LUKES HOSPITAL	232 SOUTH WOODS MILL ROAD	CHESTERFIELD	MO	63017	Hospital                                	N	Hospital Customer
000   	N0122226R	DUKE UNIV DR CATHERINE BOWES RICKMAN					Hospital                                	N	Researchers
000   	N088LLRC	L & L RESEARCH CHOICES INC					Waste / Disposal                        	N	Hospital in Region
UVBDBC	N029UVBDBC	UNIVERSITY OF VIRGINIA-BIMAL DESAI	1340 JPA PINN HALL RM 5015	CHARLOTTESVILLE	VA	22908	Hospital                                	N	EO-Emerging Offerings
B2COLC	N001B2COLC	COLUMBIA MEMORIAL HOSPITAL	71 PROSPECT AVENUE	HUDSON	NY	12534	Hospital                                	N	Hospital in Region
B13207	N002B13207	HOSPITAL DISTRICT #1 OF CRAWFORD COUNTY	302 NORTH HOSPITAL DRIVE	GIRARD	KS	66743	Hospital                                	N	Hospital Customer
000   	N024024	ARCBS-RIVER VALLEY REGION					American Red Cross                      	N	RC Blood Centers
7347  	N0047347	CONCORD HOSPITAL - FRANKLIN	15 AIKEN AVE	FRANKLIN	NH	03235	Hospital                                	N	Hospital in Region
000   	N011B9SLSH	SAINT LUKES SOUTH HOSPITAL					Hospital                                	N	Hospital Customer
000   	N001001	ARCBS-NEW YORK-PENN REGION					American Red Cross                      	N	RC Blood Centers
B2BVHH	N050B2BVHH	BLANCHARD VALLEY HOSPITAL	1900 SOUTH MAIN STREET	FINDLAY	OH	45840-1299	Hospital                                	N	Hospital Customer
ADRMC 	N006ADRMC	ADVENTIST DELANO REGIONAL MEDI CTR					Hospital                                	N	Hospital Customer
C00005	N042C00005	CLEVELAND CLINIC	9500 EUCLID AVENUE	CLEVELAND	OH	44195	Hospital                                	N	Hospital Customer
3936  	N0123936	NC SPECIALTY HOSPITAL	PO BOX 15819	DURHAM	NC	27704	Hospital                                	N	Others
B5CVLY	N084B5CVLY	CENTRAL VALLEY SPECIALTY HOSPITAL	730 17TH STREET	MODESTO	CA	95354	Hospital                                	N	Hospital Customer
B3ATHN	N003B3ATHN	PIEDMONT ATHENS REGIONAL HOSPITAL	1199 PRINCE AVE	ATHENS	GA	30606	Hospital                                	Y	Hospital Customer
5214  	N0045214	NORTHERN LIGHT MAINE COAST HOSPITAL	43 WHITING HILL RD STE 350	BREWER	ME	04412	Hospital                                	N	Hospital in Region
184   	N041184	MISSISSIPPI BLOOD SERVICES, INC					Non RC Blood Center                     	N	Hospital Customer
B2OLEA	N001B2OLEA	OLEAN GENERAL HOSPITAL	726 EXCHANGE ST STE 200	BUFFALO	NY	14210	Hospital                                	N	Hospital in Region
B1GALE	N035B1GALE	HCA-LEWIS GALE HOSPITAL	1900 ELECTRIC ROAD	SALEM	VA	24153	Hospital                                	N	Hospital Customer
7010  	N0338010	MANCHESTER MEMORIAL HOSPITAL	71 HAYNES STREET	MANCHESTER	CT	06040	Hospital                                	N	Hospital in Region
000   	N049T0800T	UNIVERSITY OF TEXAS AT DALLAS					Other                                   	N	Hospital Customer
B4ICMC	N011B4ICMC	IRON COUNTY HOSPITAL					Hospital                                	N	Hospital in Region
A10214	N041A10214	VA MEDICAL CENTER-BIRMINGHAM	PO BOX 149971	AUSTIN	TX	78714	Government                              	N	Hospital Customer
RMC   	N022RMC	INSPIRA MEDICAL CENTER VINELAND	SOUTH JERSEY HEALTH SYSTEM	BRIDGETON	NJ	08302	Hospital                                	N	Hospital in Region
000   	N016OSUD06	OSU-HEMATOLOGY-ONCOLOGY/DR BYRD					Other                                   	N	EO-Emerging Offerings
000   	N022HAHB	HAHNEMANN UNIVERSITY HOSPITAL					Hospital                                	Y	Hospital in Region
000   	N041ALBJHP	JH-UNIVERSITY OF ALABAMA AT BIRMINGHAM					Other                                   	N	Hospital Customer
B1WNBR	N027B1WNBR	CHAN SOON-SHIONG MEDICAL CENTER AT WINDBER	600 SOMERSET AVE	WINDBER	PA	15963	Hospital                                	N	Hospital in Region
050650	N019050650	RIVERVIEW REGIONAL MEDICAL CENTER	C/O LPTN	NASHVILLE	TN	37228	Hospital                                	N	Hospital in Region
B2PWCY	N009B2PWCY	PAWNEE COUNTY MEMORIAL HOSPITAL	600 I STREET	PAWNEE CITY	NE	68420	Hospital                                	N	Hospital Customer
YALECT	N033YALECT	YALE NEW HAVEN HOSPITAL BB-CERUS	55 PARK ST	NEW HAVEN	CT	06504	Other                                   	N	Hospital in Region
000   	N055B1BMMC	BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK					Hospital                                	N	Hospital Customer
018   	N018018	ARCBS-GREAT LAKES REGION	1800 EAST GRAND RIVER AVENUE	LANSING	MI	48912	American Red Cross                      	N	RC Blood Centers
P00009	N021P00009	PROVIDENCE PORTLAND MEDICAL CENTER	4805 NE GLISAN	PORTLAND	OR	97213	Hospital                                	N	Hospital Customer
B7STJR	N030B7STJR	PENN STATE HEALTH ST JOSEPH MEDICAL CENTER	2500 BERNVILLE ROAD	READING	PA	19605	Hospital                                	N	Hospital Customer
IRL40A	N600IRL40A	ARCIRL-HEART OF AMERICA-CHICAGO SITE	2200 W HARRISON	CHICAGO	IL	60612	American Red Cross                      	N	Internal Location
107   	N011107	BELLE BONFILS MEMORIAL BLD CTR	9305 EAST VIA DE VENTURA	SCOTTSDALE	AZ	85258	Non RC Blood Center                     	N	Non RC Blood Centers
B6FLTN	N027B6FLTN	FULTON COUNTY MEDICAL CENTER	214 PEACH ORCHARD ROAD	MC CONNELLSBURG	PA	17233	Hospital                                	Y	Hospital in Region
000   	N055B2STUT	BAPTIST HEALTH MEDICAL CENTER STUTTGART					Hospital                                	N	Hospital Customer
C0MAIS	N042C0MAIS	ANDREI MAISEYEU	2103 CORNELL RD	CLEVELAND	OH	44106	Other                                   	N	Researchers
S98ELK	N020S98ELK	NORTHEASTERN NEVADA REGIONAL HOSPITAL	2001 ERRECART BLVD	ELKO	NV	89801	Hospital                                	N	Hospital Customer
000   	N021P00408	HARBOR REGIONAL HEALTH					Hospital                                	N	Hospital Customer
000   	N013B4PHGN	MCLAREN PORT HURON					Hospital                                	Y	Hospital Customer
CHIPEN	N029CHIPEN	HCA-CHIPPENHAM HOSPITAL	7101 JAHNKE ROAD	RICHMOND	VA	23225	Hospital                                	N	Hospital Customer
B2CAMC	N001B2CAMC	CAYUGA MED CENTER AT ITHACA	PO BOX 31252	SALT LAKE CITY	UT	84131	Hospital                                	N	Health Maint Org Customer
B1BMFT	N053B1BMFT	FORT BELVOIR COMMUNITY HOSPITAL	OAKS PAVILION	FT BELVOIR	VA	22060	Government                              	N	Military Hospital
B1BMEM	N027B1BMEM	UPMC BEDFORD	UPMC	PORTLAND	OR	97208	Hospital                                	N	Hospital in Region
000   	N017RS157D	NORTHWESTERN UNIVERSITY ALLERGY & IMMUN					Other                                   	N	Hospital in Region
T0725T	N049T0725T	PARKER COUNTY HOSPITAL DISTRICT EMS	725 STATE ST	WEATHERFORD	TX	76086	Hospital                                	N	Hospital Customer
198   	N049198	OKLAHOMA BLOOD INSTITUTE					Non RC Blood Center                     	N	Community Blood Bank
B2LITT	N001B2LITT	LITTLE FALLS HOSPITAL	140 BURWELL ST	LITTLE FALLS	NY	13365	Hospital                                	N	Hospital in Region
HCAFAH	N003HCAFAH	HCA FLORIDA AVENTURA HOSPITAL					Hospital                                	N	Hospital Customer
B3MICO	N006B3MICO	MISSION HOSPITAL MISSION VIEJO	27700 MEDICAL CENTER ROAD	MISSION VIEJO	CA	92691	Hospital                                	Y	Hospital Customer
000   	N003B9CRIS	CRISP REGIONAL HOSPITAL					Hospital                                	N	Hospital Customer
TRIBBY	N088TRIBBY	TRINA BIOREACTIVES AG					Other                                   	N	EO-Hub Accts
ELCBBY	N088ELCBBY	ELITE CELL BIOMEDICAL					Other                                   	N	EO-Hub Accts
AM010 	N001AM010	AIR METHODS SIDNEY					Air Ambulance                           	N	Unclassified
000   	N600IRL49A	ARCIRL-SOUTHWEST-HOUSTON SITE					American Red Cross                      	N	Internal Location
B1SUBU	N053B1SUBU	SUBURBAN HOSPITAL	8600 OLD GEORGETOWN ROAD	BETHESDA	MD	20814	Hospital                                	Y	Hospital Customer
AM002 	N035AM002	AIR METHODS MARTINSVILLE					Air Ambulance                           	N	Unclassified
5422  	N0115422	AIR METHODS EFFINGHAM					Air Ambulance                           	N	Unclassified
AMSBSF	N022AMSBSF	SANQUIN BLOOD SUPPLY FOUNDATION-CLB	SANQUIN BBNW	AMSTERDAM		01066	Commercial / Residential                	N	Researchers
2482  	N0122482	DUKE RALEIGH HOSPITAL	CAMPUS BOX 104131	DURHAM	NC	27708	Hospital                                	Y	Hospital Customer
B9DANM	N006B9DANM	MARINA DEL REY HOSPITAL	CFHS HOLDINGS INC	MARINA DEL REY	CA	90292	Hospital                                	N	Hospital Customer
B9BROT	N006B0BROT	SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY	3415 S SEPULVEDA BOULEVARD	LOS ANGELES	CA	90034	Hospital                                	N	Hospital Customer
STERIC	N004STERIC	STERICYCLE INCORPORATED	369 PARK EAST DRIVE	WOONSOCKET	RI	02895	Waste / Disposal                        	N	Destruction Customer
B17695	N002B17695	SALINA REGIONAL HEALTH CENTER	400 S SANTE FE	SALINA	KS	67402-5080	Hospital                                	N	Hospital Customer
B3OAKL	N013B3OAKL	ST JOHN OAKLAND HOSPITAL	27351 DEQUINDRE	MADISON HEIGHTS	MI	48071	Hospital                                	N	Hospital Customer
90512 	N02990512	US NAVAL CRIMINAL INVESTIGATIVE SERVICE					Government                              	N	Miscellaneous
IMTIX 	N088IMTIX	IMTIX SANGSTAT	SANOFI WINTHROP INDUSTIRE	ARRAS CEDEX 9		62971	American Red Cross                      	N	EO-Hub Accts
WI3756	N007WI3756	PHI WICKENBURG AZ					Air Ambulance                           	N	Hospital Customer
B2DELA	N001B2DELA	DELAWARE VALLEY HOSPITAL	ONE TITUS PLACE	WALTON	NY	13856	Hospital                                	N	Hospital in Region
054600	N019054600	TRIGG COUNTY HOSPITAL	PO BOX 312	CADIZ	KY	42211	Hospital                                	N	Hospital Customer
000   	N0122227D	DUKE UNIVE- DR IAN WELSBY					Other                                   	N	Researchers
000   	N040B47STE	CGH MEDICAL CENTER					Hospital                                	N	Hospital Customer
SAB   	N088SAB	SAB BIOTHERAPEUTICS	2100 E 54TH ST N	SIOUX FALLS	SD	57104	Other                                   	N	EO-Hub Accts
000   	N038B7SVWI	SAINT VINCENT WILLIAMSPORT HOSPITAL					Hospital                                	N	Hospital in Region
B0GBMC	N053B0GBMC	GREATER BALTIMORE MEDICAL CENTER	6701 N CHARLES ST	BALTIMORE	MD	21204	Hospital                                	N	Hospital Customer
A46002	N041A46002	SACRED HEART HEALTH SYSTEM	7800 US HWY 98 WEST	MIRAMAR BEACH	FL	32550-7228	Hospital                                	N	Hospital Customer
239   	N006248	UNITED BLOOD SERVICES	9305 EAST VIA DE VENTURA	SCOTTSDALE	AZ	85258	Non RC Blood Center                     	N	Hospital Customer
B6LUTH	N038B6LUTH	LUTHERAN HOSPITAL OF INDIANA	PO BOX 11708	FORT WAYNE	IN	46860	Hospital                                	Y	Hospital Customer
9015  	N0049015	CARNEY HOSPITAL					Hospital                                	N	Hospital Customer
B1PSCA	N054B1PSCA	SAN CARLOS BORROMED	PO BOX 68	MOCA	PR	00676-0068	Hospital                                	N	Hospital Customer
000   	N021P01427	WALLA WALLA GENERAL HOSPITAL					Hospital                                	N	Hospital Customer
000   	N021P00403	PEACEHEALTH LABORATORIES					Other                                   	N	Hospital Customer
B1VABP	N035B1VABP	VIRGINIA BAPTIST HOSPITAL	3300 RIVERMONT AVENUE	LYNCHBURG	VA	24503	Hospital                                	N	Hospital Customer
B12330	N002B12330	ELLINWOOD DISTRICT HOSPITAL	300 N PK AVE	ELLINWOOD	KS	67526	Hospital                                	N	Hospital in Region
2590  	N0122590	WATAUGA MEDICAL CENTER, INC	155 FURMAN DRIVE	BOONE	NC	28607	Hospital                                	N	Hospital Customer
2536  	N0122536	BLUE RIDGE REGIONAL HOSPITAL, INC					Hospital                                	N	Hospital Customer
LVSLER	N020LVSLER	ER AT THE BLVD - SOUTHERN HILLS HOSPITAL					Hospital                                	N	Hospital Customer
ORMCOB	N003ORMCOB	ORLANDO REGIONAL MEDICAL CENTER					Hospital                                	Y	Hospital Customer
WILMEM	N027WILMEM	WILLIAMSON MEMORIAL HOSPITAL INC.	PO BOX 1038	WILLIAMSON	WV	25661	Hospital                                	N	Hospital in Region
B1MRCY	N009B1MRCY	CHI HEALTH MERCY HOSPITAL COUNCIL BLUFFS	CHI AP SUPPORT CENTER	LITTLETON	CO	80163-6000	Hospital                                	N	Hospital Customer
7036  	N0337036	THE HOSPITAL OF CENTRAL CT-BRADLEY	BRADLEY CAMPUS	NEW BRITAIN	CT	06052-2016	Hospital                                	N	Hospital in Region
USNHG 	N006USNHG	US NAVAL HOSPITAL GUAM					Government                              	N	Hospital Customer
B2TRNB	N027B2TRNB	PENN HIGHLANDS TYRONE	187 HOSPITAL DRIVE	TYRONE	PA	16686	Hospital                                	N	Hospital in Region
2397  	N0122397	ATRIUM HEALTH PINEVILLE					Hospital                                	N	Hospital Customer
000   	N021P02419	ASTRIA TOPPENISH HOSPITAL					Hospital                                	N	Hospital Customer
019980	N019019980	THE MEDICAL CENTER AT RUSSELLVILLE	1625 SO NASHVILLE RD	RUSSELLVILLE	KY	42276	Hospital                                	N	Hospital Customer
000   	N016CTY040	COSHOCTON REGIONAL MEDICAL CENTER					Hospital                                	N	Hospital Customer
B5MCAL	N020B5MCAL	ST LUKES MCCALL	ST LUKES HEALTH SYSTEM	BOISE	ID	83712	Hospital                                	N	Hospital Customer
089   	N007BGREEN	SANTA CRUZ VALLEY REGIONAL HOSPITAL					Hospital                                	N	Hospital Customer
SAUK  	N017SAUK	CENTRACARE HEALTH-SAUK CENTRE	425 NORTH ELM STREET	SAUK CENTRE	MN	56378	Hospital                                	N	Hospital Customer
18000 	N019018000	JAMESTOWN REGIONAL MEDICAL CENTER					Hospital                                	N	Hospital Customer
IRL040	N600IRL040	ARCIRL-HEART OF AMERICA	405 WEST JOHN H GWYNN JR AVE	PEORIA	IL	61605	American Red Cross                      	N	Internal Location
B3JRSY	N011B3JRSY	JERSEY COMMUNITY HOSPITAL	400 MAPLE SUMMIT ROAD	JERSEYVILLE	IL	62052	Hospital                                	N	Hospital Customer
5108  	N0045108	MAINE MEDICAL CENTER	22 BRAMHALL STREET	PORTLAND	ME	04102	Hospital                                	Y	Hospital in Region
000   	N041A43012	KEESLER MEDICAL CENTER					Government                              	N	EO-Emerging Offerings
20015 	N02920015	ECU HEALTH NORTH HOSPITAL	PO DRAWER 1089	ROANOKE RAPIDS	NC	27870	Hospital                                	N	Hospital Customer
CONBBY	N049CONE	CONE BIOPRODUCTS					Other                                   	N	EO-Hub Accts
011   	N011011	ARCBS-MISSOURI-ILLINOIS REGION	4050 LINDELL BLVD	SAINT LOUIS	MO	63108	American Red Cross                      	N	RC Blood Centers
RESD28	N016RESRCH	CHILDRENS RESEARCH INST					Other                                   	N	EO-Emerging Offerings
P00203	N021P00203	ST CHARLES MEDICAL CENTER	PO BOX 5789	BEND	OR	97708-5789	Hospital                                	Y	Hospital Customer
000   	N040B8PROC	UNITYPOINT HEALTH PROCTOR					Hospital                                	N	Hospital Customer
B2NATH	N001B2NATH	NATHAN LITTAUER HOSPITAL	99 EAST STATE STREET	GLOVERSVILLE	NY	12078	Hospital                                	N	Hospital in Region
B3SMGB	N032B3SMGB	SAINT MARYS HOSPITAL MEDICAL CENTER	1726 SHAWANO AVENUE	GREEN BAY	WI	54303	Hospital                                	N	Hospital Customer
000   	N032B7STMY	SAINT MARYS HOSPITAL					Hospital                                	Y	Hospital Customer
9686  	N0049686	ROGER WILLIAMS MEDICAL CENTER					Hospital                                	N	Hospital Customer
B1ALLY	N035B1ALLY	HCA-ALLEGHANY REGIONAL HOSPITAL	1 ARH LANE	LOW MOOR	VA	24457	Hospital                                	N	Hospital Customer
C00031	N042C00031	UH CLEVELAND MEDICAL CENTER	UNIVERSITY HOSPITALS	SHAKER HEIGHTS	OH	44120	Hospital                                	Y	Hospital Customer
B6VETA	N038B6VETA	VA NORTHERN INDIANA HEALTH CARE SYSTEM	2121 LAKE AVENUE	FORT WAYNE	IN	46805	Government                              	N	Hospital Customer
B1WACC	N036B1WACC	TIDELANDS WACCAMAW COMMUNITY HOSPITAL	4070 HIGHWAY 17 BYPASS	MURRELLS INLET	SC	29576	Hospital                                	N	Hospital Customer
000   	N017NM017	ST MARY'S HOSPITAL-DULUTH					Hospital                                	N	Hospital Customer
153   	N041153	GULF COAST REGIONAL BLOOD CENTER	1400 LA CONCHA LANE	HOUSTON	TX	77054	Non RC Blood Center                     	N	Non RC Blood Centers
S98AFH	N020S98AFH	AMERICAN FORK HOSPITAL	170 NORTH 1100 EAST	AMERICAN FORK	UT	84003-2096	Hospital                                	Y	Hospital Customer
009160	N024009160	TJ SAMSON COMMUNITY HOSPITAL	1301 NORTH RACE STREET	GLASGOW	KY	42141	Hospital                                	N	Hospital Customer
P00209	N021P00209	SKYLINE HOSPITAL	PO BOX 99	WHITE SALMON	WA	98672	Hospital                                	N	Hospital Customer
B3VENC	N084B3VENC	KINDRED HOSPITAL SAN LEANDRO	PO BOX 740054	LOUISVILLE	KY	40201	Hospital                                	N	Hospital Customer
B7MHHC	N027B7MHHC	MINNIE HAMILTON HEALTH CARE	186 HOSPITAL DRIVE	GRANTSVILLE	WV	26147	Hospital                                	N	Hospital in Region
245   	N006248	UNITED BLOOD SERVICES					Non RC Blood Center                     	N	Community Blood Bank
000   	N016OSUD46	OSU-COLLEGE VET MEDICINE NIEWIESK					Other                                   	N	EO-Emerging Offerings
A10082	N041A10082	ST VINCENTS EAST	50 MEDICAL PARK EAST DR	BIRMINGHAM	AL	35235	Hospital                                	N	Hospital Customer
000   	N017RS320F	UNIVERSITY OF MINNESOTA-BIOMED ENG					Other                                   	N	Research Lab Customers
B8REGM	N055B8REGM	REGIONAL ONE HEALTH	877 JEFFERSON ADAMS BLDG	MEMPHIS	TN	38103	Hospital                                	Y	Hospital Customer
B2NEGB	N003B2NEGB	NORTHEAST GEORGIA MEDICAL CTR-BRASELTON	1400 RIVER PLACE	BRASELTON	GA	30517	Hospital                                	N	Hospital Customer
WADE  	N017WADE	ASTERA HEALTH	421 11TH ST NW	WADENA	MN	56482	Hospital                                	N	Hospital Customer
B0UCCP	N040B0UCCP	UCHICAGO MEDICAL CROWN POINT					Hospital                                	N	Hospital Customer
NJMOUN	N022NJMOUN	HACKENSACK UNIVERSITY MEDICAL CENTER MOUNTAINSIDE	1 BAY AVENUE	MONTCLAIR	NJ	07042	Hospital                                	N	Hospital Customer
CROB  	N022CROB	CROZER CHESTER MEDICAL CENTER					Hospital                                	Y	Hospital Customer
000   	N006B3FHPH	ORANGE COAST MEMORIAL MEDICAL CENTER					Hospital                                	N	Hospital Customer
00MAYO	N00700MAYO	MAYO CLINIC HOSPITAL	5777 E MAYO BLVD	PHOENIX	AZ	85054	Hospital                                	Y	Hospital Customer
LVSHMC	N020LVSHMC	SUNRISE HOSPITAL & MED CTR	PO BOX 788	KAYSVILLE	UT	84037	Hospital                                	Y	Hospital Customer
B2CMHH	N001B2CMHH	COMMUNITY MEMORIAL HOSPITAL	150 BROAD STREET	HAMILTON	NY	13346	Hospital                                	N	Hospital in Region
001045	N024001045	ST VINCENT WARRICK	ASCENSION HEALTH MSC	INDIANAPOLIS	IN	46203	Hospital                                	N	Hospital Customer
E63CAM	N006E63CAM	NAVAL HOSPITAL CAMP PENDLETON	DO NOT INVOICE	CAMP PENDLETON	CA	92055	Government                              	N	Hospital Customer
000   	N038B7ORTH	INDIANA ORTHOPEDIC HOSPITAL					Hospital                                	N	Hospital in Region
B4PERY	N003B4PERY	PERRY HOSPITAL BLOOD BANK	1120 MORNINGSIDE DRIVE	PERRY	GA	31069	Hospital                                	N	Hospital Customer
STIL  	N017STIL	LAKEVIEW HOSPITAL	927 WEST CHURCHILL ST	STILLWATER	MN	55082	Hospital                                	N	Hospital Customer
BDT   	N022BDT	COOPER UNIVERSITY HOSPITAL CAPE REGIONAL INC	2 STONE HARBOR BLVD	CAPE MAY COURT HOUSE	NJ	08210	Hospital                                	N	Hospital in Region
B8SMCR	N055B8SMCR	SOUTH MISSISSIPPI CO REGIONAL MEDICAL CT	611 WEST LEE ST	OSCEOLA	AR	72370	Hospital                                	N	Hospital Customer
B14769	N002B14769	GEARY COMMUNITY HOSPITAL	1102 ST MARYS RD	JUNCTION CITY	KS	66441	Hospital                                	N	Hospital Customer
7109  	N0047109	COPLEY HOSPITAL	528 WASHINGTON HIGHWAY	MORRISVILLE	VT	05661	Hospital                                	N	Hospital in Region
B62893	N002B62893	DFAS: ARMED SERVICES WHOLE BLOOD	7700 ARLINGTON BLVD	FALLS CHURCH	VA	22042-5100	Government                              	N	Hospital Customer
CERUS 	N600CERUS	CERUS CORPORATION	FENWAL LA CH"TRE	LA CHATRE		36 36400	Other                                   	N	Hospital Customer
S98BVH	N020S98BVH	BEAVER VALLEY HOSPITAL	85 N 400 E	BEAVER	UT	84713	Hospital                                	N	Hospital Customer
6607  	N0176607	AIR METHODS - MOBRIDGE					Air Ambulance                           	N	Hospital Customer
BRW   	N022BRW	BRANDYWINE HOSPITAL	201 REECEVILLE ROAD	COATESVILLE	PA	19320	Hospital                                	N	Hospital in Region
000   	N041ARMCST	NE AL REG MED CTR STRINGFELLOW CAMPUS					Hospital                                	Y	Hospital Customer
8955  	N0048955	CALAIS REGIONAL HOSPITAL	24 HOSPITAL LANE	CALAIS	ME	04619	Hospital                                	N	Hospital Customer
T0032G	N049T0032G	LACKLAND AIR FORCE BASE 59TH MEDICAL GROUP WILFORD HALL AMBULATORY SURGICAL CENTER	2200 BERQUIST DR	LACKLAND AFB	TX	78236	Other                                   	N	Hospital Customer
B6CALL	N009B6CALL	CALLAWAY HOSPITAL	PO BOX 100	CALLAWAY	NE	68825-0100	Hospital                                	N	Hospital Customer
B4AEPV	N011B4AEPV	AIR EVAC PERRYVILLE MO	4801 N HWY 51	PERRYVILLE	MO	63775	Air Ambulance                           	N	Hospital Customer
B1AGFV	N035B1AGFV	AUGUSTA HEALTH CARE-BLOOD BANK	78 MEDICAL CENTER DRIVE	FISHERSVILLE	VA	22939	Hospital                                	N	Hospital Customer
B9RRMC	N006B9RRMC	RONALD REAGAN UCLA MEDICAL CENTER	757 WESTWOOD PLAZA	LOS ANGELES	CA	90095-1676	Hospital                                	Y	Hospital Customer
B5STLU	N020B5STLU	ST LUKES REG MEDICAL CENTER	190 EAST BANNOCK	BOISE	ID	83712	Hospital                                	N	Hospital Customer
000   	N022NNJJFK	HACKENSACK MERIDIAN HEALTH JFK MEDICAL CENTER					Hospital                                	N	Hospital in Region
7104  	N0047104	CENTRAL VERMONT MEDICAL CENTER	BOX 547	BARRE	VT	05641	Hospital                                	N	Hospital in Region
B8PICK	N003B8PICK	PIEDMONT MOUNTAINSIDE MEDICAL CENTER	1266 HIGHWAY 515 SOUTH	JASPER	GA	30143	Hospital                                	N	Hospital Customer
B17175	N002B17175	PRATT REGIONAL MEDICAL CENTER	200 COMMODORE	PRATT	KS	67124	Hospital                                	N	Hospital Customer
000   	N006B3CHAP	CHAPMAN GLOBAL MEDICAL CENTER, INC					Hospital                                	N	Hospital Customer
LVH17 	N022LVH17	LEHIGH VALLEY 17TH STREET					Hospital                                	N	Hospital Customer
104   	N021104	BLOOD BANK OF ALASKA	1215 AIRPORT HEIGHTS DR	ANCHORAGE	AK	99508	Non RC Blood Center                     	N	Community Blood Bank
000   	N032WISCHP	CHP- UNIVERSITY OF WISCONSIN					Hospital                                	N	Hospital Customer
B08001	N030B08001	GEISINGER COMMUNITY MEDICAL CENTER	1800 MULBERRY STREET	SCRANTON	PA	18510	Hospital                                	Y	Hospital in Region
B1MTPL	N036B1MTPL	ROPER SAINT FRANCIS MOUNT PLEASANT HOSPITAL	3500 HWY 17 NORTH	MOUNT PLEASANT	SC	29466	Hospital                                	N	Hospital Customer
000   	N041A10134	JACKSONVILLE HOSPITAL					Hospital                                	N	Hospital Customer
XWI   	N022XWI	CHRISTIANA CARE HLTH SRV-WILMINGTON HOSP	501 WEST 14TH STREET	WILMINGTON	DE	19801	Hospital                                	N	Hospital in Region
000   	N032B9MNRO	THE MONROE CLINIC, INC					Hospital                                	N	Hospital Customer
000   	N088BRCI	BRADENTON RESEARCH CENTER INC					Other                                   	N	Researchers
000   	N006BFMEMG	GLENDALE MEMORIAL HOSPITAL & HEALTH CTR					Hospital                                	N	Hospital Customer
A46016	N041A46016	RIVERVIEW REGIONAL MEDICAL CENTER					Hospital                                	N	Hospital Customer
182   	N018182	MICHIGAN COMMUNITY BLOOD CENTER	1036 FULLER AVENUE, NE	GRAND RAPIDS	MI	49503	Non RC Blood Center                     	N	Hospital Customer
1081  	N0041081	ST LUKE'S HOSPITAL	SOUTHCOAST HOSPITAL GROUP	FAIRHAVEN	MA	02719	Hospital                                	Y	Hospital in Region
000   	N049T0055T	CONROE REGIONAL MEDICAL CENTER					Hospital                                	Y	RC Blood Centers
7150  	N0047150	GRACE COTTAGE HOSPITAL	PO BOX 216	TOWNSHEND	VT	05353	Hospital                                	N	Hospital in Region
NNJMMC	N022NNJMMC	MONMOUTH MEDICAL CENTER	PO BOX 337	WEST LONG BRANCH	NJ	07764	Hospital                                	N	Hospital Out of Region
50NOMI	N01850NOMI	MCLAREN NORTHERN MICHIGAN	416 CONNABLE AVE	PETOSKEY	MI	49770	Hospital                                	N	Hospital Customer
00099D	N04900099D	ST JOHN OWASSO	ASCENSION HEALTH MSC	INDIANAPOLIS	IN	46203	Hospital                                	N	Hospital Out of Region
N8UCMC	N009N8UCMC	UCHEALTH UNIVERSITY OF COLORADO HOSPITAL	UC HEALTH	AURORA	CO	80014	Hospital                                	Y	Hospital Customer
000   	N011V1LONG	DR CHRISTOPHER LONG PHD DABFT					Commercial / Residential                	N	Researchers
S98KCH	N020S98KCH	KANE COUNTY HOSPITAL	355 NORTH MAIN	KANAB	UT	84741	Hospital                                	N	Hospital Customer
DEL   	N022DELB	DELAWARE COUNTY MEMORIAL HOSPITAL	501 NORTH LANSDOWNE AVENUE	DREXEL HILL	PA	19026	Hospital                                	N	Hospital in Region
009090	N024009090	EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER	217 SOUTH 3RD STREET	DANVILLE	KY	40422	Hospital                                	N	Hospital Customer
XHH   	N022XHH	ROBERT WOOD JOHNSON UNIV HOSP-HAMILTON	PO BOX 337	WEST LONG BRANCH	NJ	07764	Hospital                                	N	Hospital Out of Region
000   	N042C00082	SUMMA WADSWORTH-RITTMAN HOSPITAL					Hospital                                	N	Hospital Customer
